,action,reward,load,location_y,location_x
875,3,6.5,0,2,0
876,1,6.5,1,3,0
877,2,-1.0,0,2,0
878,1,-1.0,0,2,1
879,1,6.5,0,1,1
880,2,-1.0,1,0,1
881,3,-1.0,1,0,2
882,2,6.5,1,1,2
883,3,-1.0,2,1,3
884,4,-1.0,2,2,3
885,4,-1.0,2,2,2
886,4,14.0,2,2,1
887,2,-1.0,0,2,0
888,0,0.0,0,2,1
889,0,0.0,0,2,1
890,0,0.0,0,2,1
891,0,0.0,0,2,1
892,3,-1.0,0,2,1
893,2,-1.0,0,3,1
894,2,6.5,0,3,2
895,0,0.0,1,3,3
896,2,-1.0,1,3,3
897,1,6.5,1,3,4
898,1,6.5,2,2,4
899,4,-1.0,3,1,4
900,4,-1.0,3,1,3
901,3,-1.0,3,1,2
902,4,-1.0,3,2,2
903,4,21.5,3,2,1
904,2,-1.0,0,2,0
905,2,6.5,0,2,1
906,4,-1.0,1,2,2
907,4,6.5,1,2,1
908,2,-1.0,0,2,0
909,2,6.5,0,2,1
910,4,-1.0,1,2,2
911,4,6.5,1,2,1
912,2,-1.0,0,2,0
913,2,6.5,0,2,1
914,4,-1.0,1,2,2
915,4,6.5,1,2,1
916,2,-1.0,0,2,0
917,2,-1.0,0,2,1
918,2,6.5,0,2,2
919,2,-1.0,1,2,3
920,1,6.5,1,2,4
921,4,-1.0,2,1,4
922,3,-1.0,2,1,3
923,4,-1.0,2,2,3
924,4,-1.0,2,2,2
925,4,14.0,2,2,1
926,2,-1.0,0,2,0
927,0,0.0,0,2,1
928,2,-1.0,0,2,1
929,3,-1.0,0,2,2
930,2,-1.0,0,3,2
931,2,6.5,0,3,3
932,0,0.0,1,3,4
933,0,0.0,1,3,4
934,0,0.0,1,3,4
935,0,0.0,1,3,4
936,0,0.0,1,3,4
937,2,0.0,1,3,4
938,4,-1.0,1,3,4
939,3,6.5,1,3,3
940,1,-1.0,2,4,3
941,0,0.0,2,3,3
942,0,0.0,2,3,3
943,0,0.0,2,3,3
944,0,0.0,2,3,3
945,0,0.0,2,3,3
946,0,0.0,2,3,3
947,0,0.0,2,3,3
948,0,0.0,2,3,3
949,2,-1.0,2,3,3
950,1,-1.0,2,3,4
951,1,6.5,2,2,4
952,4,-1.0,3,1,4
953,4,-1.0,3,1,3
954,4,-1.0,3,1,2
955,3,-1.0,3,1,1
956,4,21.5,3,2,1
957,2,-1.0,0,2,0
958,2,-1.0,0,2,1
959,2,6.5,0,2,2
960,1,-1.0,1,2,3
961,1,6.5,1,1,3
