step,agent_y,agent_x,agent_load,rew,action,put/take
9871,4,1,1,6.5,3,take
9872,4,2,1,-1.0,2,walk
9873,4,3,1,-1.0,2,walk
9874,3,3,1,-1.0,1,walk
9875,2,3,2,6.5,1,take
9876,1,3,3,6.5,1,take
9877,1,2,3,-1.0,4,walk
9878,1,1,3,-1.0,4,walk
9879,1,0,3,-1.0,4,walk
9880,2,0,0,21.5,3,put
9881,2,0,0,0.0,0,stay
9882,2,0,0,0.0,0,stay
9883,2,1,0,-1.0,2,walk
9884,3,1,0,-1.0,3,walk
9885,3,2,0,-1.0,2,walk
9886,3,3,0,-1.0,2,walk
9887,4,3,1,6.5,3,take
9888,4,4,1,-1.0,2,walk
9889,3,4,2,6.5,1,take
9890,3,3,2,-1.0,4,walk
9891,3,2,2,-1.0,4,walk
9892,2,2,3,6.5,1,take
9893,2,1,3,-1.0,4,walk
9894,2,0,0,21.5,4,put
9895,2,0,0,0.0,0,stay
9896,2,0,0,0.0,0,stay
9897,2,1,0,-1.0,2,walk
9898,2,2,0,-1.0,2,walk
9899,3,2,0,-1.0,3,walk
9900,3,1,0,-1.0,4,walk
9901,4,1,1,6.5,3,take
9902,3,1,1,-1.0,1,walk
9903,2,1,1,-1.0,1,walk
9904,1,1,2,6.5,1,take
9905,1,2,2,-1.0,2,walk
9906,1,1,2,-1.0,4,walk
9907,2,1,3,6.5,3,take
9908,2,0,0,21.5,4,put
9909,2,1,0,-1.0,2,walk
9910,2,2,1,6.5,2,take
9911,2,3,2,6.5,2,take
9912,2,4,2,-1.0,2,walk
9913,3,4,2,-1.0,3,walk
9914,4,4,3,6.5,3,take
9915,3,4,3,-1.0,1,walk
9916,3,3,3,-1.0,4,walk
9917,3,2,3,-1.0,4,walk
9918,3,1,3,-1.0,4,walk
9919,3,0,3,-1.0,4,walk
9920,2,0,0,21.5,1,put
9921,2,0,0,0.0,0,stay
9922,2,1,0,-1.0,2,walk
9923,2,2,0,-1.0,2,walk
9924,1,2,1,6.5,1,take
9925,0,2,2,6.5,1,take
9926,0,3,3,6.5,2,take
9927,0,2,3,-1.0,4,walk
9928,0,1,3,-1.0,4,walk
9929,0,0,3,-1.0,4,walk
9930,1,0,3,-1.0,3,walk
9931,2,0,0,21.5,3,put
9932,1,0,0,-1.0,1,walk
9933,0,0,1,6.5,1,take
9934,0,1,1,-1.0,2,walk
9935,0,2,1,-1.0,2,walk
9936,1,2,1,-1.0,3,walk
9937,2,2,2,6.5,3,take
9938,3,2,2,-1.0,3,walk
9939,3,1,2,-1.0,4,walk
9940,4,1,3,6.5,3,take
9941,4,0,3,-1.0,4,walk
9942,3,0,3,-1.0,1,walk
9943,2,0,0,21.5,1,put
9944,2,0,0,0.0,0,stay
9945,2,0,0,0.0,0,stay
9946,2,0,0,0.0,0,stay
9947,2,0,0,0.0,0,stay
9948,2,1,0,-1.0,2,walk
9949,3,1,0,-1.0,3,walk
9950,3,2,0,-1.0,2,walk
9951,3,3,0,-1.0,2,walk
9952,4,3,1,6.5,3,take
9953,4,3,1,0.0,0,stay
9954,4,3,1,0.0,0,stay
9955,4,3,1,0.0,0,stay
9956,4,2,1,-1.0,4,walk
9957,4,1,1,-1.0,4,walk
9958,3,1,1,-1.0,1,walk
9959,2,1,1,-1.0,1,walk
9960,1,1,2,6.5,1,take
9961,2,1,2,-1.0,3,walk
9962,2,2,2,-1.0,2,walk
9963,3,2,2,-1.0,3,walk
9964,3,3,2,-1.0,2,walk
9965,4,3,3,6.5,3,take
9966,4,2,3,-1.0,4,walk
9967,4,1,3,-1.0,4,walk
9968,4,0,3,-1.0,4,walk
9969,3,0,3,-1.0,1,walk
9970,2,0,0,21.5,1,put
9971,2,0,0,0.0,0,stay
9972,2,0,0,0.0,0,stay
9973,2,0,0,0.0,0,stay
9974,2,0,0,0.0,0,stay
9975,2,0,0,0.0,0,stay
9976,2,1,0,-1.0,2,walk
9977,2,2,0,-1.0,2,walk
9978,2,1,0,-1.0,4,walk
9979,1,1,1,6.5,1,take
9980,1,2,1,-1.0,2,walk
9981,1,3,1,-1.0,2,walk
9982,1,4,1,-1.0,2,walk
9983,2,4,2,6.5,3,take
9984,2,4,2,0.0,0,stay
9985,2,4,2,0.0,0,stay
9986,2,4,2,0.0,0,stay
9987,2,3,2,-1.0,4,walk
9988,2,2,2,-1.0,4,walk
9989,1,2,2,-1.0,1,walk
9990,1,1,2,-1.0,4,walk
9991,0,1,3,6.5,1,take
9992,0,0,3,-1.0,4,walk
9993,1,0,3,-1.0,3,walk
9994,2,0,0,21.5,3,put
9995,2,1,0,-1.0,2,walk
9996,2,2,0,-1.0,2,walk
9997,3,2,1,6.5,3,take
9998,2,2,1,-1.0,1,walk
9999,1,2,1,-1.0,1,walk
10000,2,0,0,0.0,0,stay
10001,2,1,0,-1.0,2,walk
10002,1,1,0,-1.0,1,walk
10003,0,1,1,6.5,1,take
10004,0,2,2,6.5,2,take
10005,0,3,2,-1.0,2,walk
10006,1,3,2,-1.0,3,walk
10007,2,3,2,-1.0,3,walk
10008,3,3,2,-1.0,3,walk
10009,4,3,3,6.5,3,take
10010,4,2,3,-1.0,4,walk
10011,4,1,3,-1.0,4,walk
10012,4,0,3,-1.0,4,walk
10013,3,0,3,-1.0,1,walk
10014,2,0,0,21.5,1,put
10015,2,0,0,0.0,0,stay
10016,2,1,0,-1.0,2,walk
10017,2,2,0,-1.0,2,walk
10018,2,3,0,-1.0,2,walk
10019,2,4,0,-1.0,2,walk
10020,1,4,1,6.5,1,take
10021,1,4,1,0.0,0,stay
10022,1,4,1,0.0,0,stay
10023,1,4,1,0.0,0,stay
10024,1,4,1,0.0,0,stay
10025,1,4,2,7.5,0,take
10026,1,4,2,0.0,0,stay
10027,1,4,2,0.0,0,stay
10028,1,4,2,0.0,0,stay
10029,2,4,3,6.5,3,take
10030,2,3,3,-1.0,4,walk
10031,2,2,3,-1.0,4,walk
10032,2,1,3,-1.0,4,walk
10033,2,0,0,21.5,4,put
10034,2,1,0,-1.0,2,walk
10035,2,2,0,-1.0,2,walk
10036,2,3,1,6.5,2,take
10037,2,4,1,-1.0,2,walk
10038,3,4,1,-1.0,3,walk
10039,4,4,2,6.5,3,take
10040,3,4,2,-1.0,1,walk
10041,2,4,3,6.5,1,take
10042,2,3,3,-1.0,4,walk
10043,2,2,3,-1.0,4,walk
10044,2,1,3,-1.0,4,walk
10045,2,0,0,21.5,4,put
10046,2,0,0,0.0,0,stay
10047,2,0,0,0.0,0,stay
10048,2,0,0,0.0,0,stay
10049,2,0,0,0.0,0,stay
10050,2,1,0,-1.0,2,walk
10051,3,1,1,6.5,3,take
10052,3,2,1,-1.0,2,walk
10053,3,3,2,6.5,2,take
10054,4,3,3,6.5,3,take
10055,4,2,3,-1.0,4,walk
10056,4,1,3,-1.0,4,walk
10057,4,0,3,-1.0,4,walk
10058,3,0,3,-1.0,1,walk
10059,2,0,0,21.5,1,put
10060,2,0,0,0.0,0,stay
10061,2,0,0,0.0,0,stay
10062,2,0,0,0.0,0,stay
10063,2,0,0,0.0,0,stay
10064,2,0,0,0.0,0,stay
10065,2,1,0,-1.0,2,walk
10066,3,1,0,-1.0,3,walk
10067,3,2,0,-1.0,2,walk
10068,4,2,1,6.5,3,take
10069,4,3,1,-1.0,2,walk
10070,3,3,1,-1.0,1,walk
10071,2,3,2,6.5,1,take
10072,2,4,3,6.5,2,take
10073,2,3,3,-1.0,4,walk
10074,2,2,3,-1.0,4,walk
10075,2,1,3,-1.0,4,walk
10076,2,0,0,21.5,4,put
10077,2,1,0,-1.0,2,walk
10078,2,2,1,6.5,2,take
10079,2,3,1,-1.0,2,walk
10080,2,4,2,6.5,2,take
10081,2,3,2,-1.0,4,walk
10082,2,2,2,-1.0,4,walk
10083,1,2,2,-1.0,1,walk
10084,1,1,2,-1.0,4,walk
10085,0,1,3,6.5,1,take
10086,0,0,3,-1.0,4,walk
10087,1,0,3,-1.0,3,walk
10088,2,0,0,21.5,3,put
10089,2,0,0,0.0,0,stay
10090,2,0,0,0.0,0,stay
10091,2,0,0,0.0,0,stay
10092,2,1,0,-1.0,2,walk
10093,3,1,0,-1.0,3,walk
10094,3,2,0,-1.0,2,walk
10095,4,2,1,6.5,3,take
10096,4,2,1,0.0,0,stay
10097,4,2,1,0.0,0,stay
10098,4,2,1,0.0,0,stay
10099,3,2,1,-1.0,1,walk
10100,2,2,1,-1.0,1,walk
10101,1,2,2,6.5,1,take
10102,1,1,2,-1.0,4,walk
10103,1,0,3,6.5,4,take
10104,2,0,0,21.5,3,put
10105,2,0,0,0.0,0,stay
10106,2,0,0,0.0,0,stay
10107,2,0,0,0.0,0,stay
10108,2,0,0,0.0,0,stay
10109,2,0,0,0.0,0,stay
10110,2,0,0,0.0,0,stay
10111,2,0,0,0.0,0,stay
10112,2,1,0,-1.0,2,walk
10113,3,1,0,-1.0,3,walk
10114,3,2,0,-1.0,2,walk
10115,3,1,0,-1.0,4,walk
10116,2,1,0,-1.0,1,walk
10117,2,0,0,-1.0,4,walk
10118,1,0,1,6.5,1,take
10119,1,0,1,0.0,0,stay
10120,1,0,1,0.0,0,stay
10121,1,1,1,-1.0,2,walk
10122,1,2,1,-1.0,2,walk
10123,1,3,1,-1.0,2,walk
10124,1,4,1,-1.0,2,walk
10125,0,4,2,6.5,1,take
10126,0,4,2,0.0,0,stay
10127,0,4,2,0.0,0,stay
10128,0,4,2,0.0,0,stay
10129,0,4,2,0.0,0,stay
10130,0,4,2,0.0,0,stay
10131,0,4,2,0.0,0,stay
10132,0,4,2,0.0,0,stay
10133,1,4,2,-1.0,3,walk
10134,2,4,2,-1.0,3,walk
10135,3,4,2,-1.0,3,walk
10136,3,3,2,-1.0,4,walk
10137,3,2,3,6.5,4,take
10138,3,1,3,-1.0,4,walk
10139,3,0,3,-1.0,4,walk
10140,2,0,0,21.5,1,put
10141,2,1,0,-1.0,2,walk
10142,2,2,1,6.5,2,take
10143,3,2,1,-1.0,3,walk
10144,4,2,2,6.5,3,take
10145,4,3,3,6.5,2,take
10146,4,2,3,-1.0,4,walk
10147,4,1,3,-1.0,4,walk
10148,4,0,3,-1.0,4,walk
10149,3,0,3,-1.0,1,walk
10150,2,0,0,21.5,1,put
10151,2,1,0,-1.0,2,walk
10152,2,2,0,-1.0,2,walk
10153,1,2,0,-1.0,1,walk
10154,1,3,0,-1.0,2,walk
10155,0,3,1,6.5,1,take
10156,0,3,1,0.0,0,stay
10157,0,3,1,0.0,0,stay
10158,0,3,1,0.0,0,stay
10159,0,4,1,-1.0,2,walk
10160,1,4,2,6.5,3,take
10161,2,4,2,-1.0,3,walk
10162,3,4,2,-1.0,3,walk
10163,4,4,2,-1.0,3,walk
10164,4,3,3,6.5,4,take
10165,4,2,3,-1.0,4,walk
10166,4,1,3,-1.0,4,walk
10167,4,0,3,-1.0,4,walk
10168,3,0,3,-1.0,1,walk
10169,2,0,0,21.5,1,put
10170,2,1,0,-1.0,2,walk
10171,2,2,0,-1.0,2,walk
10172,2,3,0,-1.0,2,walk
10173,2,4,1,6.5,2,take
10174,3,4,2,6.5,3,take
10175,3,4,2,0.0,0,stay
10176,4,4,2,-1.0,3,walk
10177,4,3,3,6.5,4,take
10178,4,2,3,-1.0,4,walk
10179,4,1,3,-1.0,4,walk
10180,4,0,3,-1.0,4,walk
10181,3,0,3,-1.0,1,walk
10182,2,0,0,21.5,1,put
10183,2,1,0,-1.0,2,walk
10184,3,1,0,-1.0,3,walk
10185,3,2,0,-1.0,2,walk
10186,3,3,0,-1.0,2,walk
10187,4,3,1,6.5,3,take
10188,4,3,1,0.0,0,stay
10189,4,3,1,0.0,0,stay
10190,4,2,1,-1.0,4,walk
10191,4,1,1,-1.0,4,walk
10192,3,1,2,6.5,1,take
10193,2,1,2,-1.0,1,walk
10194,2,2,2,-1.0,2,walk
10195,2,3,2,-1.0,2,walk
10196,1,3,3,6.5,1,take
10197,1,2,3,-1.0,4,walk
10198,1,1,3,-1.0,4,walk
10199,1,0,3,-1.0,4,walk
10200,2,0,0,0.0,0,stay
10201,2,0,0,0.0,0,stay
10202,2,1,0,-1.0,2,walk
10203,3,1,0,-1.0,3,walk
10204,3,2,0,-1.0,2,walk
10205,2,2,1,6.5,1,take
10206,3,2,1,-1.0,3,walk
10207,4,2,2,6.5,3,take
10208,4,2,2,0.0,0,stay
10209,4,2,2,0.0,0,stay
10210,4,2,2,0.0,0,stay
10211,4,2,2,0.0,0,stay
10212,4,3,2,-1.0,2,walk
10213,3,3,2,-1.0,1,walk
10214,2,3,2,-1.0,1,walk
10215,1,3,3,6.5,1,take
10216,1,2,3,-1.0,4,walk
10217,1,1,3,-1.0,4,walk
10218,1,0,3,-1.0,4,walk
10219,2,0,0,21.5,3,put
10220,2,1,0,-1.0,2,walk
10221,2,2,0,-1.0,2,walk
10222,2,3,0,-1.0,2,walk
10223,2,4,1,6.5,2,take
10224,3,4,1,-1.0,3,walk
10225,3,3,2,6.5,4,take
10226,3,3,2,0.0,0,stay
10227,3,3,3,7.5,0,take
10228,3,2,3,-1.0,4,walk
10229,3,1,3,-1.0,4,walk
10230,3,0,3,-1.0,4,walk
10231,2,0,0,21.5,1,put
10232,2,1,0,-1.0,2,walk
10233,2,2,0,-1.0,2,walk
10234,2,3,0,-1.0,2,walk
10235,1,3,1,6.5,1,take
10236,1,4,2,6.5,2,take
10237,1,4,2,0.0,0,stay
10238,2,4,2,-1.0,3,walk
10239,2,3,2,-1.0,4,walk
10240,2,2,3,6.5,4,take
10241,2,1,3,-1.0,4,walk
10242,2,0,0,21.5,4,put
10243,2,0,0,0.0,0,stay
10244,2,0,0,0.0,0,stay
10245,2,0,0,0.0,0,stay
10246,2,0,0,0.0,0,stay
10247,2,1,0,-1.0,2,walk
10248,2,2,1,6.5,2,take
10249,2,2,1,0.0,0,stay
10250,2,2,1,0.0,0,stay
10251,2,2,1,0.0,0,stay
10252,2,2,1,0.0,0,stay
10253,2,2,1,0.0,0,stay
10254,2,2,1,0.0,0,stay
10255,2,2,1,0.0,0,stay
10256,1,2,1,-1.0,1,walk
10257,0,2,2,6.5,1,take
10258,0,1,2,-1.0,4,walk
10259,1,1,2,-1.0,3,walk
10260,2,1,2,-1.0,3,walk
10261,3,1,2,-1.0,3,walk
10262,4,1,3,6.5,3,take
10263,4,0,3,-1.0,4,walk
10264,3,0,3,-1.0,1,walk
10265,2,0,0,21.5,1,put
10266,2,0,0,0.0,0,stay
10267,2,0,0,0.0,0,stay
10268,2,0,0,0.0,0,stay
10269,2,1,0,-1.0,2,walk
10270,2,2,0,-1.0,2,walk
10271,1,2,1,6.5,1,take
10272,2,2,1,-1.0,3,walk
10273,3,2,1,-1.0,3,walk
10274,3,3,1,-1.0,2,walk
10275,4,3,2,6.5,3,take
10276,4,2,3,6.5,4,take
10277,4,1,3,-1.0,4,walk
10278,4,0,3,-1.0,4,walk
10279,3,0,3,-1.0,1,walk
10280,2,0,0,21.5,1,put
10281,2,1,0,-1.0,2,walk
10282,2,2,1,6.5,2,take
10283,2,1,1,-1.0,4,walk
10284,1,1,2,6.5,1,take
10285,1,2,2,-1.0,2,walk
10286,1,3,2,-1.0,2,walk
10287,2,3,2,-1.0,3,walk
10288,2,4,2,-1.0,2,walk
10289,3,4,3,6.5,3,take
10290,3,3,3,-1.0,4,walk
10291,3,2,3,-1.0,4,walk
10292,3,1,3,-1.0,4,walk
10293,3,0,3,-1.0,4,walk
10294,2,0,0,21.5,1,put
10295,2,1,0,-1.0,2,walk
10296,2,2,0,-1.0,2,walk
10297,2,3,0,-1.0,2,walk
10298,2,4,0,-1.0,2,walk
10299,1,4,1,6.5,1,take
10300,1,3,1,-1.0,4,walk
10301,0,3,2,6.5,1,take
10302,1,3,2,-1.0,3,walk
10303,1,2,2,-1.0,4,walk
10304,2,2,3,6.5,3,take
10305,2,1,3,-1.0,4,walk
10306,2,0,0,21.5,4,put
10307,2,1,0,-1.0,2,walk
10308,1,1,1,6.5,1,take
10309,2,1,1,-1.0,3,walk
10310,3,1,1,-1.0,3,walk
10311,4,1,2,6.5,3,take
10312,4,2,2,-1.0,2,walk
10313,3,2,2,-1.0,1,walk
10314,2,2,3,6.5,1,take
10315,2,1,3,-1.0,4,walk
10316,2,0,0,21.5,4,put
10317,2,1,0,-1.0,2,walk
10318,3,1,1,6.5,3,take
10319,3,1,2,7.5,0,take
10320,2,1,2,-1.0,1,walk
10321,2,2,2,-1.0,2,walk
10322,2,3,2,-1.0,2,walk
10323,1,3,3,6.5,1,take
10324,1,2,3,-1.0,4,walk
10325,1,1,3,-1.0,4,walk
10326,1,0,3,-1.0,4,walk
10327,2,0,0,21.5,3,put
10328,2,1,0,-1.0,2,walk
10329,3,1,0,-1.0,3,walk
10330,3,2,0,-1.0,2,walk
10331,4,2,1,6.5,3,take
10332,4,3,1,-1.0,2,walk
10333,4,4,1,-1.0,2,walk
10334,3,4,1,-1.0,1,walk
10335,2,4,1,-1.0,1,walk
10336,1,4,2,6.5,1,take
10337,2,4,2,-1.0,3,walk
10338,3,4,3,6.5,3,take
10339,3,3,3,-1.0,4,walk
10340,3,2,3,-1.0,4,walk
10341,3,1,3,-1.0,4,walk
10342,3,0,3,-1.0,4,walk
10343,2,0,0,21.5,1,put
10344,2,1,0,-1.0,2,walk
10345,2,2,0,-1.0,2,walk
10346,2,3,1,6.5,2,take
10347,2,4,1,-1.0,2,walk
10348,1,4,2,6.5,1,take
10349,1,3,3,6.5,4,take
10350,1,2,3,-1.0,4,walk
10351,1,1,3,-1.0,4,walk
10352,1,0,3,-1.0,4,walk
10353,2,0,0,21.5,3,put
10354,2,1,1,6.5,2,take
10355,2,2,1,-1.0,2,walk
10356,2,3,1,-1.0,2,walk
10357,2,4,2,6.5,2,take
10358,1,4,2,-1.0,1,walk
10359,0,4,3,6.5,1,take
10360,1,4,3,-1.0,3,walk
10361,2,4,3,-1.0,3,walk
10362,2,3,3,-1.0,4,walk
10363,2,2,3,-1.0,4,walk
10364,2,1,3,-1.0,4,walk
10365,2,0,0,21.5,4,put
10366,2,1,0,-1.0,2,walk
10367,2,2,1,6.5,2,take
10368,1,2,2,6.5,1,take
10369,1,2,2,0.0,0,stay
10370,1,2,2,0.0,0,stay
10371,1,2,2,0.0,0,stay
10372,1,2,2,0.0,0,stay
10373,1,2,2,0.0,0,stay
10374,1,2,3,7.5,0,take
10375,1,1,3,-1.0,4,walk
10376,1,0,3,-1.0,4,walk
10377,2,0,0,21.5,3,put
10378,2,1,1,6.5,2,take
10379,2,2,1,-1.0,2,walk
10380,2,1,1,-1.0,4,walk
10381,3,1,2,6.5,3,take
10382,3,2,2,-1.0,2,walk
10383,3,3,3,6.5,2,take
10384,3,2,3,-1.0,4,walk
10385,3,1,3,-1.0,4,walk
10386,3,0,3,-1.0,4,walk
10387,2,0,0,21.5,1,put
10388,2,0,0,0.0,0,stay
10389,2,0,0,0.0,0,stay
10390,2,0,0,0.0,0,stay
10391,2,1,0,-1.0,2,walk
10392,1,1,0,-1.0,1,walk
10393,1,0,0,-1.0,4,walk
10394,0,0,1,6.5,1,take
10395,0,0,1,0.0,0,stay
10396,0,0,1,0.0,0,stay
10397,0,1,1,-1.0,2,walk
10398,0,2,1,-1.0,2,walk
10399,1,2,2,6.5,3,take
10400,2,0,0,0.0,0,stay
10401,2,0,0,0.0,0,stay
10402,2,0,0,0.0,0,stay
10403,2,0,0,0.0,0,stay
10404,2,0,0,0.0,0,stay
10405,2,0,0,0.0,0,stay
10406,2,0,0,0.0,0,stay
10407,2,0,0,0.0,0,stay
10408,2,0,0,0.0,0,stay
10409,2,0,0,0.0,0,stay
10410,2,0,0,0.0,0,stay
10411,2,0,0,0.0,0,stay
10412,2,1,0,-1.0,2,walk
10413,2,2,0,-1.0,2,walk
10414,2,3,0,-1.0,2,walk
10415,2,4,0,-1.0,2,walk
10416,1,4,1,6.5,1,take
10417,2,4,1,-1.0,3,walk
10418,3,4,1,-1.0,3,walk
10419,3,3,1,-1.0,4,walk
10420,3,2,2,6.5,4,take
10421,4,2,3,6.5,3,take
10422,4,1,3,-1.0,4,walk
10423,4,0,3,-1.0,4,walk
10424,3,0,3,-1.0,1,walk
10425,2,0,0,21.5,1,put
10426,2,1,0,-1.0,2,walk
10427,2,2,0,-1.0,2,walk
10428,2,3,0,-1.0,2,walk
10429,2,2,0,-1.0,4,walk
10430,2,1,1,6.5,4,put
10431,2,2,1,-1.0,2,walk
10432,2,3,1,-1.0,2,walk
10433,2,4,1,-1.0,2,walk
10434,1,4,2,6.5,1,take
10435,0,4,3,6.5,1,take
10436,1,4,3,-1.0,3,walk
10437,2,4,3,-1.0,3,walk
10438,2,3,3,-1.0,4,walk
10439,2,2,3,-1.0,4,walk
10440,2,1,3,-1.0,4,walk
10441,2,0,0,21.5,4,put
10442,2,1,0,-1.0,2,walk
10443,2,2,1,6.5,2,take
10444,2,3,1,-1.0,2,walk
10445,2,4,2,6.5,2,take
10446,3,4,2,-1.0,3,walk
10447,4,4,3,6.5,3,take
10448,3,4,3,-1.0,1,walk
10449,3,3,3,-1.0,4,walk
10450,3,2,3,-1.0,4,walk
10451,3,1,3,-1.0,4,walk
10452,3,0,3,-1.0,4,walk
10453,2,0,0,21.5,1,put
10454,2,1,0,-1.0,2,walk
10455,2,2,0,-1.0,2,walk
10456,2,3,0,-1.0,2,walk
10457,2,4,0,-1.0,2,walk
10458,1,4,0,-1.0,1,walk
10459,0,4,1,6.5,1,take
10460,1,4,1,-1.0,3,walk
10461,1,3,1,-1.0,4,walk
10462,1,2,1,-1.0,4,walk
10463,2,2,2,6.5,3,take
10464,3,2,2,-1.0,3,walk
10465,4,2,3,6.5,3,take
10466,4,1,3,-1.0,4,walk
10467,4,0,3,-1.0,4,walk
10468,3,0,3,-1.0,1,walk
10469,2,0,0,21.5,1,put
10470,2,1,0,-1.0,2,walk
10471,2,2,0,-1.0,2,walk
10472,2,3,0,-1.0,2,walk
10473,2,4,0,-1.0,2,walk
10474,1,4,1,6.5,1,take
10475,1,4,1,0.0,0,stay
10476,1,3,2,6.5,4,take
10477,1,3,2,0.0,0,stay
10478,1,4,3,6.5,2,take
10479,2,4,3,-1.0,3,walk
10480,2,3,3,-1.0,4,walk
10481,2,2,3,-1.0,4,walk
10482,2,1,3,-1.0,4,walk
10483,2,0,0,21.5,4,put
10484,2,0,0,0.0,0,stay
10485,2,0,0,0.0,0,stay
10486,2,1,0,-1.0,2,walk
10487,1,1,1,6.5,1,take
10488,0,1,2,6.5,1,take
10489,0,2,2,-1.0,2,walk
10490,0,3,2,-1.0,2,walk
10491,1,3,2,-1.0,3,walk
10492,2,3,3,6.5,3,take
10493,2,2,3,-1.0,4,walk
10494,2,1,3,-1.0,4,walk
10495,2,0,0,21.5,4,put
10496,2,1,0,-1.0,2,walk
10497,2,2,0,-1.0,2,walk
10498,2,3,0,-1.0,2,walk
10499,1,3,1,6.5,1,take
10500,1,2,2,6.5,4,take
10501,0,2,3,6.5,1,take
10502,0,1,3,-1.0,4,walk
10503,0,0,3,-1.0,4,walk
10504,1,0,3,-1.0,3,walk
10505,2,0,0,21.5,3,put
10506,2,0,0,0.0,0,stay
10507,2,0,0,0.0,0,stay
10508,1,0,0,-1.0,1,walk
10509,0,0,1,6.5,1,take
10510,0,1,1,-1.0,2,walk
10511,0,2,1,-1.0,2,walk
10512,1,2,2,6.5,3,take
10513,2,2,3,6.5,3,take
10514,2,1,3,-1.0,4,walk
10515,2,0,0,21.5,4,put
10516,2,1,0,-1.0,2,walk
10517,2,2,0,-1.0,2,walk
10518,2,3,0,-1.0,2,walk
10519,2,4,1,6.5,2,take
10520,1,4,2,6.5,1,take
10521,1,4,2,0.0,0,stay
10522,1,4,2,0.0,0,stay
10523,1,4,2,0.0,0,stay
10524,1,4,2,0.0,0,stay
10525,1,3,2,-1.0,4,walk
10526,0,3,3,6.5,1,take
10527,0,2,3,-1.0,4,walk
10528,0,1,3,-1.0,4,walk
10529,0,0,3,-1.0,4,walk
10530,1,0,3,-1.0,3,walk
10531,2,0,0,21.5,3,put
10532,2,1,0,-1.0,2,walk
10533,1,1,0,-1.0,1,walk
10534,0,1,1,6.5,1,take
10535,0,2,1,-1.0,2,walk
10536,0,1,1,-1.0,4,walk
10537,0,0,1,-1.0,4,walk
10538,1,0,2,6.5,3,put
10539,2,0,0,14.0,3,put
10540,3,0,1,6.5,3,take
10541,3,1,2,6.5,2,take
10542,2,1,2,-1.0,1,walk
10543,1,1,2,-1.0,1,walk
10544,1,2,2,-1.0,2,walk
10545,0,2,3,6.5,1,take
10546,0,1,3,-1.0,4,walk
10547,0,0,3,-1.0,4,walk
10548,1,0,3,-1.0,3,walk
10549,2,0,0,21.5,3,put
10550,2,1,0,-1.0,2,walk
10551,2,2,0,-1.0,2,walk
10552,1,2,0,-1.0,1,walk
10553,1,3,0,-1.0,2,walk
10554,0,3,1,6.5,1,take
10555,0,4,1,-1.0,2,walk
10556,1,4,1,-1.0,3,walk
10557,2,4,1,-1.0,3,walk
10558,3,4,2,6.5,3,take
10559,3,4,2,0.0,0,stay
10560,2,4,2,-1.0,1,walk
10561,2,3,2,-1.0,4,walk
10562,2,4,3,6.5,2,take
10563,2,3,3,-1.0,4,walk
10564,2,2,3,-1.0,4,walk
10565,2,1,3,-1.0,4,walk
10566,2,0,0,21.5,4,put
10567,2,1,0,-1.0,2,walk
10568,2,2,0,-1.0,2,walk
10569,3,2,1,6.5,3,take
10570,3,3,2,6.5,2,take
10571,2,3,2,-1.0,1,walk
10572,1,3,2,-1.0,1,walk
10573,0,3,3,6.5,1,take
10574,0,2,3,-1.0,4,walk
10575,0,1,3,-1.0,4,walk
10576,0,0,3,-1.0,4,walk
10577,1,0,3,-1.0,3,walk
10578,2,0,0,21.5,3,put
10579,2,1,0,-1.0,2,walk
10580,3,1,0,-1.0,3,walk
10581,4,1,1,6.5,3,take
10582,4,2,1,-1.0,2,walk
10583,4,3,1,-1.0,2,walk
10584,3,3,2,6.5,1,take
10585,3,3,2,0.0,0,stay
10586,3,3,2,0.0,0,stay
10587,3,3,2,0.0,0,stay
10588,3,3,2,0.0,0,stay
10589,2,3,2,-1.0,1,walk
10590,1,3,2,-1.0,1,walk
10591,1,2,2,-1.0,4,walk
10592,0,2,3,6.5,1,take
10593,0,1,3,-1.0,4,walk
10594,0,0,3,-1.0,4,walk
10595,1,0,3,-1.0,3,walk
10596,2,0,0,21.5,3,put
10597,1,0,1,6.5,1,take
10598,1,1,1,-1.0,2,walk
10599,1,2,2,6.5,2,take
10600,2,0,0,0.0,0,stay
10601,2,1,0,-1.0,2,walk
10602,2,2,0,-1.0,2,walk
10603,2,3,0,-1.0,2,walk
10604,2,4,1,6.5,2,take
10605,2,4,1,0.0,0,stay
10606,2,4,1,0.0,0,stay
10607,2,4,1,0.0,0,stay
10608,3,4,2,6.5,3,take
10609,3,4,2,0.0,0,stay
10610,3,4,2,0.0,0,stay
10611,4,4,2,-1.0,3,walk
10612,4,3,2,-1.0,4,walk
10613,4,2,3,6.5,4,take
10614,4,1,3,-1.0,4,walk
10615,4,0,3,-1.0,4,walk
10616,3,0,3,-1.0,1,walk
10617,2,0,0,21.5,1,put
10618,2,0,0,0.0,0,stay
10619,2,0,0,0.0,0,stay
10620,2,0,0,0.0,0,stay
10621,2,0,0,0.0,0,stay
10622,2,0,0,0.0,0,stay
10623,2,0,0,0.0,0,stay
10624,2,0,0,0.0,0,stay
10625,2,1,0,-1.0,2,walk
10626,2,2,0,-1.0,2,walk
10627,2,3,0,-1.0,2,walk
10628,3,3,1,6.5,3,take
10629,3,3,1,0.0,0,stay
10630,3,3,1,0.0,0,stay
10631,2,3,2,6.5,1,take
10632,2,3,2,0.0,0,stay
10633,2,3,2,0.0,0,stay
10634,1,3,2,-1.0,1,walk
