step,agent_y,agent_x,agent_load,rew,action,put/take
2668,2,3,0,-1.0,2,walk
2669,2,4,0,-1.0,2,walk
2670,3,4,0,-1.0,3,walk
2671,4,4,1,6.5,3,take
2672,4,4,1,0.0,0,stay
2673,3,4,1,-1.0,1,walk
2674,3,3,1,-1.0,4,walk
2675,3,2,1,-1.0,4,walk
2676,2,2,1,-1.0,1,walk
2677,2,1,1,-1.0,4,walk
2678,1,1,2,6.5,1,take
2679,1,2,2,-1.0,2,walk
2680,1,3,2,-1.0,2,walk
2681,2,3,2,-1.0,3,walk
2682,3,3,3,6.5,3,take
2683,3,2,3,-1.0,4,walk
2684,3,1,3,-1.0,4,walk
2685,3,0,3,-1.0,4,walk
2686,2,0,0,21.5,1,put
2687,2,1,0,-1.0,2,walk
2688,2,2,0,-1.0,2,walk
2689,1,2,1,6.5,1,take
2690,0,2,2,6.5,1,take
2691,1,2,2,-1.0,3,walk
2692,2,2,2,-1.0,3,walk
2693,2,2,3,7.5,0,take
2694,2,1,3,-1.0,4,walk
2695,2,0,0,21.5,4,put
2696,2,1,0,-1.0,2,walk
2697,3,1,0,-1.0,3,walk
2698,3,2,0,-1.0,2,walk
2699,4,2,1,6.5,3,take
2700,4,3,1,-1.0,2,walk
2701,4,4,1,-1.0,2,walk
2702,3,4,2,6.5,1,take
2703,2,4,2,-1.0,1,walk
2704,2,3,2,-1.0,4,walk
2705,1,3,2,-1.0,1,walk
2706,0,3,3,6.5,1,take
2707,0,2,3,-1.0,4,walk
2708,0,1,3,-1.0,4,walk
2709,0,0,3,-1.0,4,walk
2710,1,0,3,-1.0,3,walk
2711,2,0,0,21.5,3,put
2712,2,1,0,-1.0,2,walk
2713,3,1,0,-1.0,3,walk
2714,3,2,0,-1.0,2,walk
2715,3,3,0,-1.0,2,walk
2716,4,3,1,6.5,3,take
2717,4,2,1,-1.0,4,walk
2718,4,1,1,-1.0,4,walk
2719,3,1,1,-1.0,1,walk
2720,2,1,2,6.5,1,take
2721,2,2,2,-1.0,2,walk
2722,2,3,2,-1.0,2,walk
2723,1,3,3,6.5,1,take
2724,1,2,3,-1.0,4,walk
2725,1,1,3,-1.0,4,walk
2726,1,0,3,-1.0,4,walk
2727,2,0,0,21.5,3,put
2728,2,0,0,0.0,0,stay
2729,2,0,0,0.0,0,stay
2730,2,1,0,-1.0,2,walk
2731,2,2,0,-1.0,2,walk
2732,2,3,0,-1.0,2,walk
2733,2,2,0,-1.0,4,walk
2734,2,1,0,-1.0,4,walk
2735,3,1,1,6.5,3,take
2736,3,1,1,0.0,0,stay
2737,3,1,1,0.0,0,stay
2738,3,1,1,0.0,0,stay
2739,3,1,1,0.0,0,stay
2740,3,1,1,0.0,0,stay
2741,3,1,1,0.0,0,stay
2742,3,1,1,0.0,0,stay
2743,3,1,1,0.0,0,stay
2744,3,1,1,0.0,0,stay
2745,2,1,1,-1.0,1,walk
2746,2,2,1,-1.0,2,walk
2747,2,3,1,-1.0,2,walk
2748,2,4,1,-1.0,2,walk
2749,1,4,2,6.5,1,take
2750,1,3,2,-1.0,4,walk
2751,0,3,3,6.5,1,take
2752,0,2,3,-1.0,4,walk
2753,0,1,3,-1.0,4,walk
2754,0,0,3,-1.0,4,walk
2755,1,0,3,-1.0,3,walk
2756,2,0,0,21.5,3,put
2757,2,1,0,-1.0,2,walk
2758,2,0,0,-1.0,4,walk
2759,3,0,1,6.5,3,take
2760,3,1,1,-1.0,2,walk
2761,3,2,1,-1.0,2,walk
2762,3,3,1,-1.0,2,walk
2763,3,4,1,-1.0,2,walk
2764,2,4,2,6.5,1,take
2765,3,4,2,-1.0,3,walk
2766,3,3,3,6.5,4,take
2767,3,2,3,-1.0,4,walk
2768,3,1,3,-1.0,4,walk
2769,3,0,3,-1.0,4,walk
2770,2,0,0,21.5,1,put
2771,2,1,0,-1.0,2,walk
2772,1,1,0,-1.0,1,walk
2773,0,1,1,6.5,1,take
2774,0,1,1,0.0,0,stay
2775,0,2,2,6.5,2,take
2776,0,2,2,0.0,0,stay
2777,0,2,2,0.0,0,stay
2778,0,2,2,0.0,0,stay
2779,0,3,2,-1.0,2,walk
2780,0,4,2,-1.0,2,walk
2781,1,4,3,6.5,3,take
2782,2,4,3,-1.0,3,walk
2783,2,3,3,-1.0,4,walk
2784,2,2,3,-1.0,4,walk
2785,2,1,3,-1.0,4,walk
2786,2,0,0,21.5,4,put
2787,2,1,0,-1.0,2,walk
2788,2,2,0,-1.0,2,walk
2789,2,3,1,6.5,2,take
2790,2,2,1,-1.0,4,walk
2791,1,2,1,-1.0,1,walk
2792,1,1,2,6.5,4,take
2793,0,1,3,6.5,1,take
2794,0,0,3,-1.0,4,walk
2795,1,0,3,-1.0,3,walk
2796,2,0,0,21.5,3,put
2797,2,1,0,-1.0,2,walk
2798,3,1,0,-1.0,3,walk
2799,3,2,0,-1.0,2,walk
2800,2,0,0,0.0,0,stay
2801,2,0,0,0.0,0,stay
2802,2,0,0,0.0,0,stay
2803,2,0,0,0.0,0,stay
2804,2,1,0,-1.0,2,walk
2805,2,2,0,-1.0,2,walk
2806,2,3,0,-1.0,2,walk
2807,2,4,1,6.5,2,take
2808,1,4,2,6.5,1,take
2809,2,4,2,-1.0,3,walk
2810,3,4,3,6.5,3,take
2811,3,3,3,-1.0,4,walk
2812,3,2,3,-1.0,4,walk
2813,3,1,3,-1.0,4,walk
2814,3,0,3,-1.0,4,walk
2815,2,0,0,21.5,1,put
2816,2,1,1,6.5,2,take
2817,2,1,1,0.0,0,stay
2818,2,1,1,0.0,0,stay
2819,2,1,1,0.0,0,stay
2820,2,1,1,0.0,0,stay
2821,2,1,1,0.0,0,stay
2822,2,1,1,0.0,0,stay
2823,2,1,1,0.0,0,stay
2824,2,1,1,0.0,0,stay
2825,2,2,1,-1.0,2,walk
2826,2,3,1,-1.0,2,walk
2827,3,3,2,6.5,3,take
2828,3,2,2,-1.0,4,walk
2829,2,2,2,-1.0,1,walk
2830,1,2,3,6.5,1,take
2831,1,1,3,-1.0,4,walk
2832,1,0,3,-1.0,4,walk
2833,2,0,0,21.5,3,put
2834,2,1,0,-1.0,2,walk
2835,2,2,1,6.5,2,take
2836,2,2,1,0.0,0,stay
2837,2,2,1,0.0,0,stay
2838,2,2,1,0.0,0,stay
2839,2,3,1,-1.0,2,walk
2840,2,4,1,-1.0,2,walk
2841,3,4,1,-1.0,3,walk
2842,3,3,2,6.5,4,take
2843,3,4,2,-1.0,2,walk
2844,4,4,3,6.5,3,take
2845,3,4,3,-1.0,1,walk
2846,3,3,3,-1.0,4,walk
2847,3,2,3,-1.0,4,walk
2848,3,1,3,-1.0,4,walk
2849,3,0,3,-1.0,4,walk
2850,2,0,0,21.5,1,put
2851,2,1,0,-1.0,2,walk
2852,3,1,1,6.5,3,take
2853,3,2,2,6.5,2,take
2854,3,3,3,6.5,2,take
2855,3,2,3,-1.0,4,walk
2856,3,1,3,-1.0,4,walk
2857,3,0,3,-1.0,4,walk
2858,2,0,0,21.5,1,put
2859,2,1,0,-1.0,2,walk
2860,2,2,0,-1.0,2,walk
2861,1,2,0,-1.0,1,walk
2862,1,3,0,-1.0,2,walk
2863,0,3,1,6.5,1,take
2864,0,3,1,0.0,0,stay
2865,0,3,1,0.0,0,stay
2866,0,3,1,0.0,0,stay
2867,0,3,1,0.0,0,stay
2868,0,3,1,0.0,0,stay
2869,0,3,1,0.0,0,stay
2870,0,3,1,0.0,0,stay
2871,0,3,1,0.0,0,stay
2872,1,3,1,-1.0,3,walk
2873,1,2,2,6.5,4,take
2874,2,2,2,-1.0,3,walk
2875,3,2,2,-1.0,3,walk
2876,3,3,2,-1.0,2,walk
2877,4,3,3,6.5,3,take
2878,4,2,3,-1.0,4,walk
2879,4,1,3,-1.0,4,walk
2880,4,0,3,-1.0,4,walk
2881,3,0,3,-1.0,1,walk
2882,2,0,0,21.5,1,put
2883,2,1,0,-1.0,2,walk
2884,3,1,0,-1.0,3,walk
2885,3,2,0,-1.0,2,walk
2886,4,2,1,6.5,3,take
2887,4,3,2,6.5,2,take
2888,4,4,2,-1.0,2,walk
2889,3,4,2,-1.0,1,walk
2890,2,4,2,-1.0,1,walk
2891,1,4,3,6.5,1,take
2892,2,4,3,-1.0,3,walk
2893,2,3,3,-1.0,4,walk
2894,2,2,3,-1.0,4,walk
2895,2,1,3,-1.0,4,walk
2896,2,0,0,21.5,4,put
2897,2,0,0,0.0,0,stay
2898,2,0,0,0.0,0,stay
2899,2,1,0,-1.0,2,walk
2900,2,2,1,6.5,2,take
2901,2,3,1,-1.0,2,walk
2902,3,3,2,6.5,3,take
2903,2,3,2,-1.0,1,walk
2904,1,3,2,-1.0,1,walk
2905,0,3,3,6.5,1,take
2906,0,2,3,-1.0,4,walk
2907,0,1,3,-1.0,4,walk
2908,0,0,3,-1.0,4,walk
2909,1,0,3,-1.0,3,walk
2910,2,0,0,21.5,3,put
2911,2,0,0,0.0,0,stay
2912,2,1,0,-1.0,2,walk
2913,2,1,1,7.5,0,take
2914,3,1,1,-1.0,3,walk
2915,4,1,2,6.5,3,take
2916,4,1,2,0.0,0,stay
2917,4,1,2,0.0,0,stay
2918,3,1,2,-1.0,1,walk
2919,2,1,2,-1.0,1,walk
2920,1,1,2,-1.0,1,walk
2921,0,1,3,6.5,1,take
2922,0,0,3,-1.0,4,walk
2923,1,0,3,-1.0,3,walk
2924,2,0,0,21.5,3,put
2925,2,1,1,6.5,2,take
2926,1,1,2,6.5,1,take
2927,1,1,2,0.0,0,stay
2928,1,1,2,0.0,0,stay
2929,1,1,2,0.0,0,stay
2930,1,1,2,0.0,0,stay
2931,1,1,2,0.0,0,stay
2932,1,1,2,0.0,0,stay
2933,1,2,2,-1.0,2,walk
2934,1,3,2,-1.0,2,walk
2935,2,3,2,-1.0,3,walk
2936,2,4,2,-1.0,2,walk
2937,3,4,3,6.5,3,take
2938,3,3,3,-1.0,4,walk
2939,3,2,3,-1.0,4,walk
2940,3,1,3,-1.0,4,walk
2941,3,0,3,-1.0,4,walk
2942,2,0,0,21.5,1,put
2943,2,0,0,0.0,0,stay
2944,2,1,0,-1.0,2,walk
2945,1,1,1,6.5,1,take
2946,1,2,1,-1.0,2,walk
2947,1,3,2,6.5,2,take
2948,1,3,2,0.0,0,stay
2949,1,2,2,-1.0,4,walk
2950,2,2,3,6.5,3,take
2951,2,1,3,-1.0,4,walk
2952,2,0,0,21.5,4,put
2953,2,0,0,0.0,0,stay
2954,2,1,0,-1.0,2,walk
2955,2,2,0,-1.0,2,walk
2956,2,3,1,6.5,2,take
2957,2,2,2,6.5,4,take
2958,2,3,2,-1.0,2,walk
2959,2,4,3,6.5,2,take
2960,2,3,3,-1.0,4,walk
2961,2,2,3,-1.0,4,walk
2962,2,1,3,-1.0,4,walk
2963,2,0,0,21.5,4,put
2964,2,1,0,-1.0,2,walk
2965,3,1,0,-1.0,3,walk
2966,4,1,1,6.5,3,take
2967,3,1,1,-1.0,1,walk
2968,2,1,1,-1.0,1,walk
2969,1,1,2,6.5,1,take
2970,1,2,2,-1.0,2,walk
2971,0,2,3,6.5,1,take
2972,0,1,3,-1.0,4,walk
2973,0,0,3,-1.0,4,walk
2974,1,0,3,-1.0,3,walk
2975,2,0,0,21.5,3,put
2976,2,0,0,0.0,0,stay
2977,2,0,0,0.0,0,stay
2978,2,0,0,0.0,0,stay
2979,2,0,0,0.0,0,stay
2980,2,0,0,0.0,0,stay
2981,2,0,0,0.0,0,stay
2982,2,0,0,0.0,0,stay
2983,2,0,0,0.0,0,stay
2984,2,1,0,-1.0,2,walk
2985,2,2,0,-1.0,2,walk
2986,2,3,0,-1.0,2,walk
2987,1,3,1,6.5,1,take
2988,2,3,1,-1.0,3,walk
2989,2,4,1,-1.0,2,walk
2990,3,4,2,6.5,3,take
2991,3,4,2,0.0,0,stay
2992,3,4,2,0.0,0,stay
2993,3,4,2,0.0,0,stay
2994,3,3,3,6.5,4,take
2995,3,2,3,-1.0,4,walk
2996,3,1,3,-1.0,4,walk
2997,3,0,3,-1.0,4,walk
2998,2,0,0,21.5,1,put
2999,2,1,0,-1.0,2,walk
3000,2,0,0,0.0,0,stay
3001,2,0,0,0.0,0,stay
3002,2,0,0,0.0,0,stay
3003,2,1,0,-1.0,2,walk
3004,3,1,0,-1.0,3,walk
3005,3,2,0,-1.0,2,walk
3006,4,2,1,6.5,3,take
3007,4,3,2,6.5,2,take
3008,4,3,2,0.0,0,stay
3009,4,3,2,0.0,0,stay
3010,4,3,2,0.0,0,stay
3011,4,3,2,0.0,0,stay
3012,4,3,2,0.0,0,stay
3013,4,3,2,0.0,0,stay
3014,4,2,2,-1.0,4,walk
3015,4,1,2,-1.0,4,walk
3016,4,0,2,-1.0,4,walk
3017,3,0,2,-1.0,1,walk
3018,2,0,0,14.0,1,put
3019,1,0,0,-1.0,1,walk
3020,0,0,1,6.5,1,take
3021,0,0,1,0.0,0,stay
3022,0,0,1,0.0,0,stay
3023,0,0,1,0.0,0,stay
3024,0,0,1,0.0,0,stay
3025,0,0,1,0.0,0,stay
3026,0,0,1,0.0,0,stay
3027,0,1,1,-1.0,2,walk
3028,0,2,1,-1.0,2,walk
3029,0,3,2,6.5,2,take
3030,0,3,2,0.0,0,stay
3031,0,3,2,0.0,0,stay
3032,0,3,2,0.0,0,stay
3033,0,3,2,0.0,0,stay
3034,0,3,2,0.0,0,stay
3035,1,3,2,-1.0,3,walk
3036,2,3,2,-1.0,3,walk
3037,3,3,2,-1.0,3,walk
3038,4,3,3,6.5,3,take
3039,4,2,3,-1.0,4,walk
3040,4,1,3,-1.0,4,walk
3041,4,0,3,-1.0,4,walk
3042,3,0,3,-1.0,1,walk
3043,2,0,0,21.5,1,put
3044,2,1,0,-1.0,2,walk
3045,2,2,0,-1.0,2,walk
3046,2,3,0,-1.0,2,walk
3047,1,3,1,6.5,1,take
3048,1,3,1,0.0,0,stay
3049,1,2,2,6.5,4,take
3050,1,2,2,0.0,0,stay
3051,1,2,2,0.0,0,stay
3052,1,2,2,0.0,0,stay
3053,2,2,2,-1.0,3,walk
3054,3,2,3,6.5,3,take
3055,3,1,3,-1.0,4,walk
3056,3,0,3,-1.0,4,walk
3057,2,0,0,21.5,1,put
3058,2,1,0,-1.0,2,walk
3059,3,1,0,-1.0,3,walk
3060,4,1,1,6.5,3,take
3061,4,2,1,-1.0,2,walk
3062,3,2,2,6.5,1,take
3063,3,3,2,-1.0,2,walk
3064,2,3,3,6.5,1,take
3065,2,2,3,-1.0,4,walk
3066,2,1,3,-1.0,4,walk
3067,2,0,0,21.5,4,put
3068,2,1,0,-1.0,2,walk
3069,2,2,1,6.5,2,take
3070,1,2,1,-1.0,1,walk
3071,0,2,2,6.5,1,take
3072,0,2,2,0.0,0,stay
3073,0,2,2,0.0,0,stay
3074,0,2,2,0.0,0,stay
3075,0,2,2,0.0,0,stay
3076,0,2,2,0.0,0,stay
3077,0,2,2,0.0,0,stay
3078,0,2,2,0.0,0,stay
3079,0,2,2,0.0,0,stay
3080,0,2,2,0.0,0,stay
3081,1,2,2,-1.0,3,walk
3082,2,2,3,6.5,3,take
3083,2,1,3,-1.0,4,walk
3084,2,0,0,21.5,4,put
3085,2,1,0,-1.0,2,walk
3086,2,2,0,-1.0,2,walk
3087,2,1,0,-1.0,4,walk
3088,1,1,1,6.5,1,take
3089,1,2,1,-1.0,2,walk
3090,1,3,2,6.5,2,take
3091,0,3,3,6.5,1,take
3092,0,2,3,-1.0,4,walk
3093,0,1,3,-1.0,4,walk
3094,0,0,3,-1.0,4,walk
3095,1,0,3,-1.0,3,walk
3096,2,0,0,21.5,3,put
3097,2,1,0,-1.0,2,walk
3098,2,2,0,-1.0,2,walk
3099,2,3,0,-1.0,2,walk
3100,2,4,0,-1.0,2,walk
3101,3,4,1,6.5,3,take
3102,3,3,1,-1.0,4,walk
3103,3,2,2,6.5,4,take
3104,4,2,3,6.5,3,take
3105,4,1,3,-1.0,4,walk
3106,4,0,3,-1.0,4,walk
3107,3,0,3,-1.0,1,walk
3108,2,0,0,21.5,1,put
3109,2,1,0,-1.0,2,walk
3110,1,1,0,-1.0,1,walk
3111,1,2,0,-1.0,2,walk
3112,0,2,1,6.5,1,take
3113,0,2,1,0.0,0,stay
3114,0,2,1,0.0,0,stay
3115,0,2,1,0.0,0,stay
3116,0,2,1,0.0,0,stay
3117,0,2,1,0.0,0,stay
3118,0,2,1,0.0,0,stay
3119,0,2,1,0.0,0,stay
3120,0,2,1,0.0,0,stay
3121,0,2,1,0.0,0,stay
3122,0,2,1,0.0,0,stay
3123,0,2,1,0.0,0,stay
3124,0,2,1,0.0,0,stay
3125,0,2,1,0.0,0,stay
3126,0,2,1,0.0,0,stay
3127,0,2,1,0.0,0,stay
3128,0,2,1,0.0,0,stay
3129,0,2,1,0.0,0,stay
3130,0,2,1,0.0,0,stay
3131,0,2,1,0.0,0,stay
3132,0,2,1,0.0,0,stay
3133,0,2,1,0.0,0,stay
3134,0,2,1,0.0,0,stay
3135,0,2,1,0.0,0,stay
3136,0,2,1,0.0,0,stay
3137,0,2,1,0.0,0,stay
3138,0,2,1,0.0,0,stay
3139,0,2,1,0.0,0,stay
3140,0,2,1,0.0,0,stay
3141,1,2,1,-1.0,3,walk
3142,1,3,1,-1.0,2,walk
3143,2,3,2,6.5,3,take
3144,3,3,2,-1.0,3,walk
3145,3,2,2,-1.0,4,walk
3146,4,2,3,6.5,3,take
3147,4,1,3,-1.0,4,walk
3148,4,0,3,-1.0,4,walk
3149,3,0,3,-1.0,1,walk
3150,2,0,0,21.5,1,put
3151,2,1,0,-1.0,2,walk
3152,1,1,1,6.5,1,take
3153,1,2,1,-1.0,2,walk
3154,1,3,2,6.5,2,take
3155,2,3,2,-1.0,3,walk
3156,2,4,2,-1.0,2,walk
3157,3,4,3,6.5,3,take
3158,3,3,3,-1.0,4,walk
3159,3,2,3,-1.0,4,walk
3160,3,1,3,-1.0,4,walk
3161,3,0,3,-1.0,4,walk
3162,2,0,0,21.5,1,put
3163,2,0,0,0.0,0,stay
3164,2,0,0,0.0,0,stay
3165,2,1,1,6.5,2,take
3166,2,2,1,-1.0,2,walk
3167,2,3,1,-1.0,2,walk
3168,2,4,1,-1.0,2,walk
3169,3,4,1,-1.0,3,walk
3170,4,4,2,6.5,3,take
3171,4,4,2,0.0,0,stay
3172,3,4,2,-1.0,1,walk
3173,3,3,2,-1.0,4,walk
3174,2,3,3,6.5,1,take
3175,2,2,3,-1.0,4,walk
3176,2,1,3,-1.0,4,walk
3177,2,0,0,21.5,4,put
3178,2,1,0,-1.0,2,walk
3179,2,2,0,-1.0,2,walk
3180,2,3,0,-1.0,2,walk
3181,2,4,0,-1.0,2,walk
3182,3,4,1,6.5,3,take
3183,4,4,2,6.5,3,take
3184,3,4,3,6.5,1,take
3185,3,3,3,-1.0,4,walk
3186,3,2,3,-1.0,4,walk
3187,3,1,3,-1.0,4,walk
3188,3,0,3,-1.0,4,walk
3189,2,0,0,21.5,1,put
3190,2,1,0,-1.0,2,walk
3191,2,2,0,-1.0,2,walk
3192,2,3,0,-1.0,2,walk
3193,2,4,0,-1.0,2,walk
3194,2,3,0,-1.0,4,walk
3195,2,2,0,-1.0,4,walk
3196,1,2,1,6.5,1,take
3197,2,2,1,-1.0,3,walk
3198,2,3,1,-1.0,2,walk
3199,2,4,1,-1.0,2,walk
3200,2,0,0,0.0,0,stay
3201,1,0,1,6.5,1,take
3202,1,0,1,0.0,0,stay
3203,1,0,1,0.0,0,stay
3204,1,0,1,0.0,0,stay
3205,1,0,1,0.0,0,stay
3206,1,0,1,0.0,0,stay
3207,1,0,1,0.0,0,stay
3208,1,1,1,-1.0,2,walk
3209,1,2,1,-1.0,2,walk
3210,1,3,1,-1.0,2,walk
3211,2,3,2,6.5,3,take
3212,3,3,2,-1.0,3,walk
3213,3,2,2,-1.0,4,walk
3214,4,2,3,6.5,3,take
3215,4,1,3,-1.0,4,walk
3216,4,0,3,-1.0,4,walk
3217,3,0,3,-1.0,1,walk
3218,2,0,0,21.5,1,put
3219,2,1,0,-1.0,2,walk
3220,3,1,0,-1.0,3,walk
3221,4,1,1,6.5,3,take
3222,3,1,1,-1.0,1,walk
3223,2,1,1,-1.0,1,walk
3224,1,1,1,-1.0,1,walk
3225,0,1,2,6.5,1,take
3226,0,1,2,0.0,0,stay
3227,0,1,2,0.0,0,stay
3228,0,1,2,0.0,0,stay
3229,0,1,2,0.0,0,stay
3230,0,1,2,0.0,0,stay
3231,0,1,2,0.0,0,stay
3232,0,1,2,0.0,0,stay
3233,0,1,2,0.0,0,stay
3234,0,1,2,0.0,0,stay
3235,0,1,2,0.0,0,stay
3236,0,1,2,0.0,0,stay
3237,0,1,2,0.0,0,stay
3238,0,1,2,0.0,0,stay
3239,0,1,2,0.0,0,stay
3240,0,1,3,7.5,0,take
3241,0,0,3,-1.0,4,walk
3242,1,0,3,-1.0,3,walk
3243,2,0,0,21.5,3,put
3244,2,0,0,0.0,0,stay
3245,2,0,0,0.0,0,stay
3246,2,0,0,0.0,0,stay
3247,2,0,0,0.0,0,stay
3248,2,0,0,0.0,0,stay
3249,2,0,0,0.0,0,stay
3250,2,1,0,-1.0,2,walk
3251,2,2,1,6.5,2,take
3252,1,2,2,6.5,1,take
3253,1,2,2,0.0,0,stay
3254,1,2,2,0.0,0,stay
3255,1,2,2,0.0,0,stay
3256,1,2,2,0.0,0,stay
3257,1,2,2,0.0,0,stay
3258,1,3,2,-1.0,2,walk
3259,1,4,3,6.5,2,take
3260,2,4,3,-1.0,3,walk
3261,2,3,3,-1.0,4,walk
3262,2,2,3,-1.0,4,walk
3263,2,1,3,-1.0,4,walk
3264,2,0,0,21.5,4,put
3265,2,0,0,0.0,0,stay
3266,2,0,0,0.0,0,stay
3267,2,0,0,0.0,0,stay
3268,2,0,0,0.0,0,stay
3269,2,1,0,-1.0,2,walk
3270,2,2,0,-1.0,2,walk
3271,2,3,1,6.5,2,take
3272,3,3,1,-1.0,3,walk
3273,3,2,2,6.5,4,take
3274,4,2,3,6.5,3,take
3275,4,1,3,-1.0,4,walk
3276,4,0,3,-1.0,4,walk
3277,3,0,3,-1.0,1,walk
3278,2,0,0,21.5,1,put
3279,2,1,0,-1.0,2,walk
3280,3,1,1,6.5,3,take
3281,3,2,1,-1.0,2,walk
3282,3,3,1,-1.0,2,walk
3283,2,3,2,6.5,1,take
3284,2,2,2,-1.0,4,walk
3285,2,1,2,-1.0,4,walk
3286,2,0,0,14.0,4,put
3287,3,0,1,6.5,3,take
3288,3,1,2,6.5,2,take
3289,3,0,3,6.5,4,take
3290,2,0,0,21.5,1,put
3291,2,1,0,-1.0,2,walk
3292,1,1,0,-1.0,1,walk
3293,0,1,1,6.5,1,take
3294,0,1,1,0.0,0,stay
3295,0,1,1,0.0,0,stay
3296,0,1,1,0.0,0,stay
3297,1,1,1,-1.0,3,walk
3298,2,1,2,6.5,3,take
3299,2,1,2,0.0,0,stay
3300,3,1,3,6.5,3,take
3301,3,0,3,-1.0,4,walk
3302,2,0,0,21.5,1,put
3303,2,1,0,-1.0,2,walk
3304,2,2,0,-1.0,2,walk
3305,2,3,0,-1.0,2,walk
3306,2,4,0,-1.0,2,walk
3307,1,4,1,6.5,1,take
3308,1,4,1,0.0,0,stay
3309,1,4,1,0.0,0,stay
3310,2,4,1,-1.0,3,walk
3311,2,3,1,-1.0,4,walk
3312,2,2,2,6.5,4,take
3313,2,2,2,0.0,0,stay
3314,2,2,2,0.0,0,stay
3315,2,2,2,0.0,0,stay
3316,2,2,2,0.0,0,stay
3317,2,2,2,0.0,0,stay
3318,2,2,2,0.0,0,stay
3319,2,2,2,0.0,0,stay
3320,2,2,2,0.0,0,stay
3321,2,3,2,-1.0,2,walk
3322,2,4,3,6.5,2,take
3323,2,3,3,-1.0,4,walk
3324,2,2,3,-1.0,4,walk
3325,2,1,3,-1.0,4,walk
3326,2,0,0,21.5,4,put
3327,2,1,0,-1.0,2,walk
3328,2,2,1,6.5,2,take
3329,2,3,1,-1.0,2,walk
3330,2,4,2,6.5,2,take
3331,1,4,3,6.5,1,take
3332,2,4,3,-1.0,3,walk
3333,2,3,3,-1.0,4,walk
3334,2,2,3,-1.0,4,walk
3335,2,1,3,-1.0,4,walk
3336,2,0,0,21.5,4,put
3337,2,1,0,-1.0,2,walk
3338,1,1,0,-1.0,1,walk
3339,1,2,0,-1.0,2,walk
3340,0,2,1,6.5,1,take
3341,0,1,1,-1.0,4,walk
3342,0,0,2,6.5,4,take
3343,0,1,2,-1.0,2,walk
3344,0,2,2,-1.0,2,walk
3345,1,2,2,-1.0,3,walk
3346,2,2,2,-1.0,3,walk
3347,3,2,3,6.5,3,take
3348,3,1,3,-1.0,4,walk
3349,3,0,3,-1.0,4,walk
3350,2,0,0,21.5,1,put
3351,2,1,0,-1.0,2,walk
3352,2,2,1,6.5,2,take
3353,1,2,1,-1.0,1,walk
3354,1,3,1,-1.0,2,walk
3355,0,3,2,6.5,1,take
3356,0,4,2,-1.0,2,walk
3357,1,4,3,6.5,3,take
3358,2,4,3,-1.0,3,walk
3359,2,3,3,-1.0,4,walk
3360,2,2,3,-1.0,4,walk
3361,2,1,3,-1.0,4,walk
3362,2,0,0,21.5,4,put
3363,2,1,0,-1.0,2,walk
3364,2,2,0,-1.0,2,walk
3365,1,2,0,-1.0,1,walk
3366,1,3,0,-1.0,2,walk
3367,0,3,1,6.5,1,take
3368,0,3,1,0.0,0,stay
3369,0,3,1,0.0,0,stay
3370,0,3,1,0.0,0,stay
3371,0,3,1,0.0,0,stay
3372,0,3,1,0.0,0,stay
3373,0,3,1,0.0,0,stay
3374,0,3,1,0.0,0,stay
3375,0,3,1,0.0,0,stay
3376,0,2,1,-1.0,4,walk
3377,0,1,1,-1.0,4,walk
3378,1,1,1,-1.0,3,walk
3379,2,1,2,6.5,3,take
3380,2,2,2,-1.0,2,walk
3381,2,3,3,6.5,2,take
3382,2,2,3,-1.0,4,walk
3383,2,1,3,-1.0,4,walk
3384,2,0,0,21.5,4,put
3385,2,1,0,-1.0,2,walk
3386,3,1,1,6.5,3,take
3387,2,1,1,-1.0,1,walk
3388,2,2,1,-1.0,2,walk
3389,2,3,1,-1.0,2,walk
3390,1,3,2,6.5,1,take
3391,1,4,2,-1.0,2,walk
3392,0,4,3,6.5,1,take
3393,1,4,3,-1.0,3,walk
3394,2,4,3,-1.0,3,walk
3395,2,3,3,-1.0,4,walk
3396,2,2,3,-1.0,4,walk
3397,2,1,3,-1.0,4,walk
3398,2,0,0,21.5,4,put
3399,2,1,0,-1.0,2,walk
3400,2,0,0,0.0,0,stay
3401,2,0,0,0.0,0,stay
3402,2,0,0,0.0,0,stay
3403,2,0,0,0.0,0,stay
3404,2,1,0,-1.0,2,walk
3405,3,1,0,-1.0,3,walk
3406,3,2,0,-1.0,2,walk
3407,4,2,1,6.5,3,take
3408,4,3,1,-1.0,2,walk
3409,4,4,1,-1.0,2,walk
3410,3,4,1,-1.0,1,walk
3411,2,4,2,6.5,1,take
3412,3,4,2,-1.0,3,walk
3413,4,4,2,-1.0,3,walk
3414,4,3,2,-1.0,4,walk
3415,4,2,3,6.5,4,take
3416,4,1,3,-1.0,4,walk
3417,4,0,3,-1.0,4,walk
3418,3,0,3,-1.0,1,walk
3419,2,0,0,21.5,1,put
3420,2,1,0,-1.0,2,walk
3421,1,1,0,-1.0,1,walk
3422,0,1,1,6.5,1,take
3423,0,1,1,0.0,0,stay
3424,0,1,1,0.0,0,stay
3425,0,1,1,0.0,0,stay
3426,0,1,1,0.0,0,stay
3427,0,1,1,0.0,0,stay
3428,0,1,1,0.0,0,stay
3429,0,1,1,0.0,0,stay
3430,0,0,1,-1.0,4,walk
3431,1,0,2,6.5,3,put
3432,1,1,3,6.5,2,take
